source_line,source_status,source_section,source_title,source_fingerprint,disposition,import_action,canonical_source_line,stable_title_key,target_project_key,target_state,target_lane,existing_linear,risk,prerequisite,rationale
177,open,New — Apr 12 Roadmap Discovery,OpenClaw Dreaming adoption,98bb17e2e316f63cc1679ff9762c09f918bd57bc20e4770de4279705bf13c927,route_external_runtime_owner,none,,,,,helm-or-runtime,,inherit,,Deep runtime/provider/config ownership is outside Entity core
178,open,New — Apr 12 Roadmap Discovery,OpenClaw planTool config toggle,e3112930b1aab328f664cf267da2b933d353c2d1ca2b6a3057e9c055c9079923,route_external_runtime_owner,none,,,,,helm-or-runtime,,inherit,,Deep runtime/provider/config ownership is outside Entity core
179,open,New — Apr 12 Roadmap Discovery,Entity inference provider operator surface,688f43094c7ae544feb59bcf046ed680b936aac1d7e3fe23cce5bbbc0255a621,link_existing_linear,none,,,,,provider-registry,THE-724+ Provider Registry graph,inherit,,Already represented in the approved Linear/source-packet graph
182,open,Discovered (2026-04-10),eforge as Swarm build provider,3855aa64d851ee6dfd38c179fb20261d0a2d6c9b653a64c6c3aaaf5b9b973e2d,link_existing_linear,none,,,,,execution-engine,THE-894,inherit,,Already represented in the approved Linear/source-packet graph
185,completed,New — Apr 14 Roadmap Discovery,Momentum loop escalation guard,fa232fb9202433e47132b5dcdb0c4b9ae483947a3e7f71cd0fc452dfbaff7b43,exclude_completed,none,,,,,,,none,,Source checkbox is completed
186,open,New — Apr 14 Roadmap Discovery,Hermes Agent MiniMax partnership — competitive signal,01b52d3b9d23b3f138ad2252b93b32e2cb62e3e96c80beed27f81fa7b57ae5e9,exclude_external_or_noncoding,none,,,,,,,none,,"Separate product/repository, operator note, or documentation-only work"
187,open,New — Apr 14 Roadmap Discovery,Zeroclaw — minimal Rust agent infra competitor,7072017f3ec484ece98ffb0dd2a025fe507b9c09ff00d59fba8a5eb10b1a08b4,exclude_external_or_noncoding,none,,,,,,,none,,"Separate product/repository, operator note, or documentation-only work"
188,open,New — Apr 14 Roadmap Discovery,OpenClaw+Hermes MCP synergy blog post,623ce227bc132fc838e3261de96ee644fe18f1837fc570f084a4c4df5436cd3e,exclude_external_or_noncoding,none,,,,,,,none,,"Separate product/repository, operator note, or documentation-only work"
191,open,New — Apr 13 Roadmap Discovery,ShowClaw build discovery engine,cc4a6a27c916972adf6ad51f57433641db834b014fcbb3ea11929287284c74f6,defer_by_roadmap,none,,,,,future-discovery,,none,Q50,ShowClaw remains discovery
192,open,New — Apr 13 Roadmap Discovery,ProofDesk verified-work loop,afb50f6086060b7c2033bd792ae7067e2516715fb45ff914647524e8e65b4b21,defer_by_roadmap,none,,,,,future-discovery,,none,Q50,ProofDesk remains discovery
193,open,New — Apr 13 Roadmap Discovery,Content queue: Ghost Bugs post still queued,00ecdf8666506fb3964b3cd51d4a76549b29767f2a7d37a67acd7d51d253ac75,exclude_external_or_noncoding,none,,,,,,,none,,"Separate product/repository, operator note, or documentation-only work"
196,open,Discovered 2026-04-15 (Roadmap Discovery Cron),Toast Notifications,7e934ecb87e910fab2eca1c9916d72067e4dd6bc8e2a85c93e2259e8361d3cd3,exclude_stale_or_status,none,,,,,,,none,,Source notes show completed/superseded status or a non-actionable status card
197,open,Discovered 2026-04-15 (Roadmap Discovery Cron),ShowClaw featured-build integration,51ac95595d781fa3d0a6f3fe4777f9d21b4f43e02b3f370779fd024f52a57f73,defer_by_roadmap,none,,,,,future-discovery,,none,Q50,ShowClaw remains discovery
198,open,Discovered 2026-04-15 (Roadmap Discovery Cron),gog OAuth re-auth for <redacted-account>,0f0aefaed2e1e4696aed6cfd1cc9bbf809e7bcdf69e0534824b0e3f357f9f5ab,merge_duplicate,none,25,,,,,,none,,Duplicate/status variant of source line 25
201,open,Discovered 2026-04-16 (Roadmap Discovery Cron),exo cluster provider,1389ec8049685341a8caa31ec929df5183c9387f2d45e53d859f425161b82892,link_existing_linear,none,,,,,provider-registry,THE-724+ Provider Registry graph,inherit,,Already represented in the approved Linear/source-packet graph
202,open,Discovered 2026-04-16 (Roadmap Discovery Cron),NVIDIA build.nvidia.com provider,ee8cb118d885aef86e619df144e3582307286abb2b50d6cbbb916d0f327d2369,link_existing_linear,none,,,,,provider-registry,THE-724+ Provider Registry graph,inherit,,Already represented in the approved Linear/source-packet graph
203,open,Discovered 2026-04-16 (Roadmap Discovery Cron),LCM archival/pruning,84e1e564d16ba1c6f3ad5a8dd054b56b360563092afb433f58e25984504e86ba,exclude_manual_or_destructive,none,,,,,,,high,,"Requires manual credentials, production data, or destructive operator action"
204,open,Discovered 2026-04-16 (Roadmap Discovery Cron),Session archive pipeline fix,ff898122937f070687da3e0e18454885863c3c39ad9846a58d41a18afc5af262,route_external_runtime_owner,none,,,,,helm-or-runtime,,inherit,,Deep runtime/provider/config ownership is outside Entity core
205,open,Discovered 2026-04-16 (Roadmap Discovery Cron),Namecheap tooling doc gap,2397eaa70f516adf32fc4375f23b3ad342515a24edcf178f8bfdd571a36e4325,exclude_external_or_noncoding,none,,,,,,,none,,"Separate product/repository, operator note, or documentation-only work"
206,open,Discovered 2026-04-16 (Roadmap Discovery Cron),ECA plugin MVP,e3854d964d1bf2eb7bdeb0311c15b1a92eec87741bc6cbcf0c7ee1dd03f903c1,exclude_stale_or_status,none,,,,,,,none,,Source notes show completed/superseded status or a non-actionable status card
209,open,Discovered 2026-04-17 (Roadmap Discovery Cron),Enterprise data loss recovery,6d9f70f22f59091d74f4009d399b978bbe59c1948bd3ff16bb91406280dc2991,exclude_external_or_noncoding,none,,,,,,,none,,"Separate product/repository, operator note, or documentation-only work"
210,open,Discovered 2026-04-17 (Roadmap Discovery Cron),Rebuild permanently lost services,bde0ac95e64295567fa6739d56ebf94e03bfa5b7c54c85f7335ea6a49fdb1488,exclude_external_or_noncoding,none,,,,,,,none,,"Separate product/repository, operator note, or documentation-only work"
211,open,Discovered 2026-04-17 (Roadmap Discovery Cron),Telegram Background Alert loop,b98fbb7e24cea78c4fe497e1966154b8eff006862c95fff3e045eef2f96413b2,route_external_runtime_owner,none,,,,,helm-or-runtime,,inherit,,Deep runtime/provider/config ownership is outside Entity core
214,open,Discovered 2026-04-18 (Roadmap Discovery Sweep),Dreaming heartbeat burn-rate guardrails,d069fcf12e34afc33904445451c1ac33023f178e409143ff5244cffb13c9a0b4,route_external_runtime_owner,none,,,,,helm-or-runtime,,inherit,,Deep runtime/provider/config ownership is outside Entity core
215,open,Discovered 2026-04-18 (Roadmap Discovery Sweep),MCP retry-storm circuit breaker + host guardrails,c9acb416383a8d1a715e2e3fff9f24b90515c71a74015bb83adf72af8ef109c1,route_external_runtime_owner,none,,,,,helm-or-runtime,,inherit,,Deep runtime/provider/config ownership is outside Entity core
216,open,Discovered 2026-04-18 (Roadmap Discovery Sweep),Model-aware vision fallback hardening,16b7ee5ff67babcd22fc7554f608bf8f9f70624c516f59afa4b7883018e39720,route_external_runtime_owner,none,,,,,helm-or-runtime,,inherit,,Deep runtime/provider/config ownership is outside Entity core
217,open,Discovered 2026-04-18 (Roadmap Discovery Sweep),Hermes ACP harness bridge,12b93c608f6b9e60c9a22ab0db1b3327756844fc2c53ccfd8b510ad64c31a30e,route_external_runtime_owner,none,,,,,helm-or-runtime,,inherit,,Deep runtime/provider/config ownership is outside Entity core
218,open,Discovered 2026-04-18 (Roadmap Discovery Sweep),Agent email channel via Cloudflare Email Service,37a80af1ec6e16fcb864b847c7bf0aa6845d82d01eb2be329f3be861ee16bf41,defer_by_roadmap,none,,,,,future-discovery,,none,Q48,Channel adapters wait for stable Workplanes and ActivityEvents
219,open,Discovered 2026-04-18 (Roadmap Discovery Sweep),Soteria live-ticket dashboard wedge,5da9631b6c0103e6be19eec17ed38fb09496d31f9d9b220da1e2ce77730ffaac,defer_by_roadmap,none,,,,,future-discovery,,none,Q50,Customer wedge remains discovery
222,open,Discovered 2026-04-19 (Roadmap Discovery Cron),Entity DB backup cron,109b9a47a700029fb054d8f6572704cd3f418635f1a5085e7d8a793d52e3c03a,exclude_stale_or_status,none,,,,,,,none,,Source notes show completed/superseded status or a non-actionable status card
223,open,Discovered 2026-04-19 (Roadmap Discovery Cron),Entity backup 122h stale warning,7d35b48b6d88ed7fbc6329cd4dbc6913010bf258bbdaf8afe65738fe3f1a829c,merge_duplicate,none,222,,,,,,none,,Duplicate/status variant of source line 222
226,open,Discovered 2026-04-20 (Roadmap Discovery Cron),Enterprise Benchboard,6b1f1e5d9e1470782eb81947a3235d3b81273ab1a46e07f33a435461bbcf4b84,defer_by_roadmap,none,,,,,future-discovery,,none,Q50,BenchBoard is a separate product surface
227,open,Discovered 2026-04-20 (Roadmap Discovery Cron),MiniMax M2.7 Local in model picker,df1f11a5e69fa702d3dff127be42fed60c468727394ab698ddab0685841ae453,link_existing_linear,none,,,,,provider-registry,THE-724+ Provider Registry graph,inherit,,Already represented in the approved Linear/source-packet graph
228,open,Discovered 2026-04-20 (Roadmap Discovery Cron),JANGTQ2 model setup,cd86241b2de305bf3321e15c7328cc1d0733b66da4ce34f2542432d87de54c56,route_external_runtime_owner,none,,,,,helm-or-runtime,,inherit,,Deep runtime/provider/config ownership is outside Entity core
229,open,Discovered 2026-04-20 (Roadmap Discovery Cron),local-model-runner skill created,e01f8f9f1680d13f5bc40a02c36a24ea184e0f95d89c28ebaa23f5c1507a81d3,exclude_stale_or_status,none,,,,,,,none,,Source notes show completed/superseded status or a non-actionable status card
230,open,Discovered 2026-04-20 (Roadmap Discovery Cron),qmd CPU fallback patch,51e5d58cd052b5f4c66ee68b60519bd1474c381218d9ce3571a29d53df1172e8,route_external_runtime_owner,none,,,,,helm-or-runtime,,inherit,,Deep runtime/provider/config ownership is outside Entity core
231,open,Discovered 2026-04-20 (Roadmap Discovery Cron),Telegram elevated exec,97e9aede60b4d4f305f127c9b08dc6d8785b091afe17daa47a65aedaf58b6518,exclude_manual_or_destructive,none,,,,,,,high,,"Requires manual credentials, production data, or destructive operator action"
232,completed,Discovered 2026-04-20 (Roadmap Discovery Cron),Entity output-link fix,4624960a6982135e8112b62dc6a06be3a44b8c61add0418ea42b7d7e2924ce99,exclude_completed,none,,,,,,,none,,Source checkbox is completed
233,completed,Discovered 2026-04-20 (Roadmap Discovery Cron),Entity release-check fix,2221af943945ceca0248d4e50bb68d84ebcfabdaa72bdb1546498380d5950d1d,exclude_completed,none,,,,,,,none,,Source checkbox is completed
236,completed,Discovered 2026-04-21 (Roadmap Discovery Cron),Bonsai 1.7B benchmarked,cd06f1113822350c0ad196d675053972e64121676a05374bcfa4062b08064070,exclude_completed,none,,,,,,,none,,Source checkbox is completed
237,completed,Discovered 2026-04-21 (Roadmap Discovery Cron),MiniMax JANGTQ benchmarked,9fdf80daf1c45fa87935b5a129e7cd83a634efb540e526b07b99a9116f38c48f,exclude_completed,none,,,,,,,none,,Source checkbox is completed
238,open,Discovered 2026-04-21 (Roadmap Discovery Cron),mlx-auto server,e86f38a976f03bde9ef3039ae8cc4b73076f88e76b404e96712986745aeb674c,route_external_runtime_owner,none,,,,,helm-or-runtime,,inherit,,Deep runtime/provider/config ownership is outside Entity core
239,open,Discovered 2026-04-21 (Roadmap Discovery Cron),Enterprise SSH unresponsive,a06f0ab79c8b2421d919247d2bedb575b9713d35df8edc747ca1035c759ebc2e,route_external_runtime_owner,none,,,,,helm-or-runtime,,inherit,,Deep runtime/provider/config ownership is outside Entity core
240,open,Discovered 2026-04-21 (Roadmap Discovery Cron),Story 4 (Auto-Follow Agent Files),ee64c68c3cb3736b8b4b12fc7c0461738c71859c1cf346046beb7e2ed089cdee,merge_duplicate,none,34,,,,,,none,,Duplicate/status variant of source line 34
241,open,Discovered 2026-04-21 (Roadmap Discovery Cron),enterprise-installs.md needs update,52211eac9e3c3e60063c42db77993880c1a932a02b1c156e177b8e2918ec9c94,exclude_external_or_noncoding,none,,,,,,,none,,"Separate product/repository, operator note, or documentation-only work"
244,open,Discovered 2026-04-22 (Roadmap Discovery Cron),Entity backup cron failing,1f938678b7acc859cdb60eab9510b2df9a77a9e98d58381e2a518e16dbf9d087,merge_duplicate,none,222,,,,,,none,,Duplicate/status variant of source line 222
245,open,Discovered 2026-04-22 (Roadmap Discovery Cron),Ada disk cleanup,6ee754466d0853327577f9568cc38a346c87634be511e3a21b041bf9fd780706,exclude_manual_or_destructive,none,,,,,,,high,,"Requires manual credentials, production data, or destructive operator action"
246,open,Discovered 2026-04-22 (Roadmap Discovery Cron),Story 4 still blocked,3a010eea4e603c7aab804e2aee305aec34dadca3f50c9a1a4615dd43d4821215,merge_duplicate,none,34,,,,,,none,,Duplicate/status variant of source line 34
247,open,Discovered 2026-04-22 (Roadmap Discovery Cron),Mac file sharing,d81dd7dc6415acdaa6da7b810bc9a3b93d30edfc74823d7360aa28aef4c283d0,exclude_manual_or_destructive,none,,,,,,,high,,"Requires manual credentials, production data, or destructive operator action"
250,completed,Discovered 2026-04-23 (Roadmap Discovery Cron),Discord auto-threading channel,c0b54c70fea7978854d2afa582ab47dfb0e7257bcdc69f47e8f26e214d0f8514,exclude_completed,none,,,,,,,none,,Source checkbox is completed
251,open,Discovered 2026-04-23 (Roadmap Discovery Cron),Scotty Pi workspace cleanup done,516ced1c7af6e05a72c53efaf6be2596945d1a6ba92c5204af6f4d9885d1e5d7,exclude_stale_or_status,none,,,,,,,none,,Source notes show completed/superseded status or a non-actionable status card
252,open,Discovered 2026-04-23 (Roadmap Discovery Cron),Zora MascotM3 fix needed,38879411b07bb78c16e205c4bc70a6189da568e556b7319e80ce7c065bed0c35,route_external_runtime_owner,none,,,,,helm-or-runtime,,inherit,,Deep runtime/provider/config ownership is outside Entity core
255,open,Discovered 2026-04-25 (Roadmap Discovery Cron),Discord plugin broken,3d3fd97dae33f1c65e13c91f89e45fdb05aca3fd7c7a084c31cbe464491e5a1d,route_external_runtime_owner,none,,,,,helm-or-runtime,,inherit,,Deep runtime/provider/config ownership is outside Entity core
256,completed,Discovered 2026-04-25 (Roadmap Discovery Cron),Entity backup cron fix,f7cba561cc94c97c237f3ffd9fd52acc51690fcb63c5bdf3d9b5975531f1cd2c,exclude_completed,none,,,,,,,none,,Source checkbox is completed
257,open,Discovered 2026-04-25 (Roadmap Discovery Cron),Total Recall local fallback,47c1b81e4fabce36b6e6487faef870d905aec7c1e488b53fe5a8c8c545df0bb5,route_external_runtime_owner,none,,,,,helm-or-runtime,,inherit,,Deep runtime/provider/config ownership is outside Entity core
258,open,Discovered 2026-04-25 (Roadmap Discovery Cron),Story 4 one-shot runbook,39d38a679ddbf6edccd5c074053283ecbd2cb381f21ee1c3ee13a2b8976ebc0f,merge_duplicate,none,34,,,,,,none,,Duplicate/status variant of source line 34
261,open,Discovered 2026-04-26 (Roadmap Discovery Cron),BenchBoard Enterprise context pack,b2ba204c3fb75da90530e770dba83dbb44dc277b669e68138602f015c3279a06,exclude_external_or_noncoding,none,,,,,,,none,,"Separate product/repository, operator note, or documentation-only work"
262,open,Discovered 2026-04-26 (Roadmap Discovery Cron),Midas repo on Spock,9b771a4ba63b241168809c38bd13fc79ce3750c93319676a65bf1f8542ff7795,exclude_external_or_noncoding,none,,,,,,,none,,"Separate product/repository, operator note, or documentation-only work"
263,open,Discovered 2026-04-26 (Roadmap Discovery Cron),Entity MC regression diagnosed,242e593703225e5ecd16783bfabd26bf4a1472b9af656bbad5706b9d278d16a5,exclude_stale_or_status,none,,,,,,,none,,Source notes show completed/superseded status or a non-actionable status card
264,open,Discovered 2026-04-26 (Roadmap Discovery Cron),Ada worker jam cleared,2e452f0b0bf96c4895b9c32a81fb6801f751b5e33162e370a3b9b87c2b453e94,exclude_stale_or_status,none,,,,,,,none,,Source notes show completed/superseded status or a non-actionable status card
265,open,Discovered 2026-04-26 (Roadmap Discovery Cron),Telegram group fix,cf07db956b9e489a510314c87f12c4977084749123e3bfe1ad9cddf500a4fd00,exclude_stale_or_status,none,,,,,,,none,,Source notes show completed/superseded status or a non-actionable status card
266,open,Discovered 2026-04-26 (Roadmap Discovery Cron),Discord plugin repair in progress,9b855ab47cc42de590e3650ce898be9530818e672fa68f1e47c5decd3dc3cffa,merge_duplicate,none,255,,,,,,none,,Duplicate/status variant of source line 255
267,open,Discovered 2026-04-26 (Roadmap Discovery Cron),Discord auto-threading verification,b536ce99203eda29927655a88673411892ab252da73e50062f1359f1e32b72fd,exclude_stale_or_status,none,,,,,,,none,,Source notes show completed/superseded status or a non-actionable status card
268,open,Discovered 2026-04-26 (Roadmap Discovery Cron),User-model promoted to hot context,047c72a0ac3c8b9556d5dcc67d091f73371a002677f0c92943c9ce3ee6a59244,exclude_external_or_noncoding,none,,,,,,,none,,"Separate product/repository, operator note, or documentation-only work"
271,completed,Discovered 2026-04-27 (Roadmap Discovery Cron),Entity MC v23 rolled out,c1c86d96fbcef93448d90a381388fa5d1dfc1a402de8a0c2a5d1bc87aa28e1d7,exclude_completed,none,,,,,,,none,,Source checkbox is completed
272,open,Discovered 2026-04-27 (Roadmap Discovery Cron),Hotfix backport required,59ec491bb44137d519e402c635ee9d9efb673b4f86741b809b9e44a2684c3631,route_external_runtime_owner,none,,,,,helm-or-runtime,,inherit,,Deep runtime/provider/config ownership is outside Entity core
273,open,Discovered 2026-04-27 (Roadmap Discovery Cron),Morning-intelligence cron failing,c0c05fd833c9eadaa7dab237c942c07fb6a85767f015cf6a1067cfbe4e324463,route_external_runtime_owner,none,,,,,helm-or-runtime,,inherit,,Deep runtime/provider/config ownership is outside Entity core
274,open,Discovered 2026-04-27 (Roadmap Discovery Cron),CONFIG PATCH RULE violation,5ae6828e7cd6b74c4580b04ab026331105e1ef1282010043cb77156bd5adba4c,exclude_stale_or_status,none,,,,,,,none,,Source notes show completed/superseded status or a non-actionable status card
275,open,Discovered 2026-04-27 (Roadmap Discovery Cron),Caveman hooks registered,26a7afe14e08d43dba5bbf59ca7b9b5c474ba116f3fd75301e76bacc0e5bd21f,exclude_stale_or_status,none,,,,,,,none,,Source notes show completed/superseded status or a non-actionable status card
276,open,Discovered 2026-04-27 (Roadmap Discovery Cron),Enterprise lost services rebuild,50f0b87e2da82b40c42ce19fb820f0f06d1bdd1f68836bda21cf41feae7c20f2,merge_duplicate,none,210,,,,,,none,,Duplicate/status variant of source line 210
277,open,Discovered 2026-04-27 (Roadmap Discovery Cron),Discord plugin repair,57d83dc063c0c430da056683290ef373eeafe0dc9bdcf31871c7b2bdef926e14,merge_duplicate,none,255,,,,,,none,,Duplicate/status variant of source line 255
278,open,Discovered 2026-04-27 (Roadmap Discovery Cron),Railway → Spock migration cleanup,37a589168ff2bea2f40824ca33216b843fbb9106042d2f1ca772eb8bb8922df0,exclude_external_or_noncoding,none,,,,,,,none,,"Separate product/repository, operator note, or documentation-only work"
